keyword,title,price,link,date
iphone,Open Box Motorola Moto Edge+ 2023 Boost Locked 512GB Interstellar Black,249.99,https://www.ebay.com/itm/357459166543?_skw=iphone&itmmeta=01K343WRB1HQ7D626T1GD6CEGQ&hash=item533a3a054f:g:cL0AAeSwni5ocCO-&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cvL6TQoJrkqIXduzD2v%2Fe15bwaIi23Wzv0mXlTrTMrUMJVp2UyKVXZQpyLHpJtXPPkmj4RDdUZzM2XU%2FfYj7DOUdcbhNeTQEbnGbGuRolu5%2ByjO6vdJ6C0xCnQXk1BHE6Z1DNUtVEjnPkR9mY4SZfM9fZ8euiqMf114CItOKnCcVZ9z9b%2FY2zC1EepofL7ctKi0vxFCvAXtKkDFAe%2B4%2FwqWK4Vzi%2FvY71JoZTDESzdurOtlqGubZROnzWvXaVIi4vFRdtbnF5Y7aUFut%2Fme28N%7Ctkp%3ABFBM4oXzg5lm,25/08/20_21:39:49
iphone,Samsung Galaxy S20 FE 5G - 128 GB (Unlocked) Smartphone Excellent - Shadow Burn,144.95,https://www.ebay.com/itm/257073836916?_skw=iphone&itmmeta=01K343WRB1JT0TK3VZ5MXGR4QZ&hash=item3bdacb7374:g:nF0AAOSw9~5lz8pH&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1cCF6Pn8ZQTHY5B8H9TJeXXxKdkPaTi8lMNajXSAPA%2BFD2LBerEG%2BvgBnxXyAg7C02pYvssqI7hIroYFpzjTPwHLAoG3VR2aqKsJKU1M6N2JAM9HK7bx0DiOgHNc7VZZ7SOsafsQuUeYTYfWKIbCKuoRvmWmIRfLIngGYdbKUqdGNwCMhE9AEAdVDceAmK95D%2B5TlGAlfGyr67Vercd2iGcRRsDucle5ZP0mjd0G%2BdCQIfPpowmwCt0ttlKjghDHqa1DRuuh1awVBgmh0efN1%2F9%7Ctkp%3ABFBM4oXzg5lm,25/08/20_21:39:49
iphone,New Samsung Galaxy S22 Ultra - 128GB/256GB - Red SmartPhone (Unlocked),387.89,https://www.ebay.com/itm/177351439628?_skw=iphone&epid=17052281051&itmmeta=01K343WRB1W03VN3ZMEQV5112D&hash=item294af8350c:g:BQkAAeSwBdlopWhh&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e8eCH%2BVbQfGby%2F7akReXq3IzEygJbe7AyHAlTqD7VnApZgkR8lk1TLXFr0r0wDHpJsjBo1zhTnpCNYb2kWD97As6KIW3O7WvVmc8oYsEoJRYzZBNG2Qm4BCMEP1RXbmHTylmYlTODKLb2mBoZEiwYzaWDOzNt4sMUJExwK%2F4QiQajMNxB8bHKPbagAFoGAPBkuhdVBEF7rGYMyQrgC%2BQf6hJKcFUcwansG%2F13SbTdhDX%2FX8rxwmYiwwdPnI%2Bxd3kT%2FTOwQ3iLLyRaegCVsS2kx%7Ctkp%3ABFBM4oXzg5lm,25/08/20_21:39:49
iphone,Google Pixel 7 GQML3 128GB 6.3'' Black White Green Factory Unlocked - Excellent,212.99,https://www.ebay.com/itm/145301706813?_skw=iphone&epid=9056921826&itmmeta=01K343WRB1MTBXXZ6KXQQ6TH9C&hash=item21d4a8183d:g:tzsAAOSwyHplBBkc&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1du1Aaz69RECBZOOZ1SL3EwoeHtsC2cGuGy2%2FQpJhEDruYgy14erEpsRGSoR0B5xUSNkH%2F0KFuw%2Bf7kccwX%2FCFvvC8jnZ3ZwBZ8y32ox9b6m5vcmjc5bR%2BKCD85IC6k9HnxsEJEQWQrBBA084p5L%2B%2F2SDTIAK66nRqdLHO%2BUs25CSAZ3EMbLEJayVj5BNFrxSYKKGJXnLIDug8iAG6JmPpR1zbDPGNQjtJ5YNA8eAIrDvVgXCVJx%2BHW%2BbiCeOG5MkZQdKUe%2F1D5%2FI%2FQp2FgkRze%7Ctkp%3ABFBM4oXzg5lm,25/08/20_21:39:49
iphone,"Lenovo Tab P11 Plus 11"" Tablet 128GB Slate Grey - Excellent Condition",150.0,https://www.ebay.com/itm/276392172878?_skw=iphone&itmmeta=01K343WRB1D6CNCZHGMVYCGV4X&hash=item405a41dd4e:g:~ZsAAOSw65Jl~FVQ&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1ebTFMhKHHDgoOhbjafoZgrn9fS%2B8aMwZGjs8XfDoJr7fGGS2zPOlEOe9ZAP5eIMDNgE8kUWYyzo6LxZqklE8aRpnfI3SHRtJ6Kn%2BHndsiOzS5ATU8RJjY61onFDZqmf9s6STHnHVEunbcPS%2Bf%2FwCT6TJ%2BWEvEFDsDLT%2B8x6dItGXunGTRmCAKIx%2F1GMzBVD%2F9uDbb0%2BJcvW3VGJTGDxy0wRJYsVg4KXUfkrn9BCg2ttDrKyaSf9IB4KARgc92q5jcG1OSiu6xqVO%2FFGzaFcQFA%7Ctkp%3ABFBMmIbzg5lm,25/08/20_21:39:49
iphone,OnePlus 7T (128GB) | *Kali NetHunter FULL Custom Kernel* |,257.46,https://www.ebay.com/itm/177305955108?_skw=iphone&itmmeta=01K343WRB1Q55EMAC9A9EB7F1X&hash=item2948422b24:g:1ZcAAeSwxnhoJcjO&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1foq7KhkZeFK%2BKvakhfzH6fOR6QOPhVkvFk%2B5Fu03BsNbKQMEsAakfB0QBsRY%2FlnOL%2BKf43ugc3j4kMsSkf5cUGvi4OceBI4Js%2FDwWaKdIX2gjPjDJWWiMOhQZYd0oEd19MUA47ySzr3jgtadM2sy2yeTcKIPb1kRB81sGyK1dcuOkKgo2y67cu6OniN%2FgBuUPL6KgddtkgAzYJ9WM7snzlQ8TrgIAkie0OSkkqNEkZ4CfKhQFIQPcdSqFTeSiLZs%2BjtKCfX%2FwZtsWmtWJ3UmcW%7Ctkp%3ABFBMmIbzg5lm,25/08/20_21:39:49
headphones,JLab JBuds Lux Wireless Headphones Hybrid Active Noise Cancelling Mauve,30.59,https://www.ebay.com/itm/187299609908?_skw=headphones&itmmeta=01K343WV2R909ZXZ4G4JSD83V3&hash=item2b9bed3d34:g:jz8AAeSwkqxoQzow&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dJGN0ldfzhhaUsO7FtMvgKSTuS4kKm34gYJSc3SL4V7v0DyDueib0upRaBK90NE7F7nkKyeCpY8P5FlMxhnYEE58HcIhH3IQdpNRE1MWOfQofxOOFF5jqiNlRwHHeSYqv2gKGTKae%2B%2BsTO28Ltw0se5Oc5P8pNzWESCWXok7%2BLPCSl3OT6TqLTwbWrqEgJX6E7T1n%2FSt22GwbSZH4K6LVJ%2FZdNQpmuAYuLWZgYCzzLxHPMmyBcytngSES%2Fw5BfW8xmBwTeMxZeNx5tx6Knvn7rKgXGWCd69kfmQ1rCDDj%2Bwg%3D%3D%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:51
headphones,Philips Over the Ear Wired Stereo Headphones -TAH2005- Black,19.99,https://www.ebay.com/itm/185779976643?_skw=headphones&epid=21039884870&itmmeta=01K343WV2RESZZF29DD0MQRHA5&hash=item2b415979c3:g:CpkAAOSwBAZj7n~m&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1daQuaRaUwnOCKBYZyZy%2BF1LEAolGibbogL6BjuS9xx3FGaZMJ70BLv1Cz%2BrkcIQ4U%2FUaMqXKy7ACJWXaT%2BTrCzXF20Kn6BcVOAAD0oBa59KkcUOd8B5zqIDbWkcq3VTWBElZygpPqF23CJvxg5x8aYAx7rbr2EcxRM2AIBO36YavlgCpcaPbkwVMVI16OTKYwZUSjonjjDwxOE7Lfou0tf%2Fybj1wdBDJnENM88wHfK1nnci%2FVril9VAnQbt4Ly3LVu3snHPHfJn9H1adKr4U%2FA%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:51
headphones,JLab JBuds Lux Active Noise Cancelling Bluetooth Headphones Cloud White,30.59,https://www.ebay.com/itm/187299653385?_skw=headphones&epid=2349582316&itmmeta=01K343WV2RNMXZ1R85FRSQVC4R&hash=item2b9bede709:g:rXUAAeSwEPNoQ0Qd&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dk2j0Gd3236xpiuzaCVyL%2FlXGOLHjRpETmJ4wJ4Of%2FelwhOAJLfYyzf%2FhjQlLhcHCH5nizTg40BgzkyFgR%2FRWSWw2RmMumwI%2BjFV7dkGoXy4GgeXuyynIuYwRj4p2kbH5AnNPQDga3T1vYvE0zCPFH4jXEJj7GUWUSOuY6gm9SExpX9XUe61o2ddoKU3W%2Feli3%2FFGk4c0Pzfj%2BU9cVUDVZCeym%2FeOfgYvRwGwOQ4%2F1cgEJ8BKcrxQV3yqNjD4dkGwtgBjnFlhfMyj30yaJANUgOuj5bvOPdoMZVrgEW5jK4w%3D%3D%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:51
headphones,Sony Wf-1000xm5 The Best Truly Wireless Noise Cancelling Earbuds Headphones,178.99,https://www.ebay.com/itm/205308010511?_skw=headphones&epid=21062914099&itmmeta=01K343WV2R18Y43H8GTHT3NMXJ&hash=item2fcd4fa00f:g:~34AAeSwXDhopddC&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1faiDWSP1AiwjqXcPGA9Y6cwmsXgpsF5cf0KZyBZ04ccLS3ahqJAHObMfoTfqhn2RcU8MCg5VNE1WiuHU460%2Fg%2BE5B1FfFjBeQHoA5TtCqeDetEbfd5IbxC6hNlunBPnG%2BhfvJysNDCHXidVKEF3t2iQrilUfsOVqYMF%2BHreDPhBfDHl7XbRAxgnXV8NOGv%2F4cuH0Gn2NC%2B4TSMBZJDCfjcB3xLxk8%2FIkrOhlxe3osxi%2F4ZX8am3XOcyrXzqR8A0u77PNGulRjUw%2BWmNTfzW%2FP0yOOTFwdaRITKya%2BsgCpIiQ%3D%3D%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:51
headphones,Sony WH-1000XM5/B Wireless Industry Leading Noise Canceling Bluetooth Headphones,168.5,https://www.ebay.com/itm/305650683974?_skw=headphones&epid=22054478105&itmmeta=01K343WV2R2Q0JYAQZH6M7D0AR&hash=item472a335046:g:DHkAAOSwWkdm5mCx&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1cKI1yVRsB7V4reKt38QkLPhHCBAz%2FR9cw1eZXDv2W11N40ccFJpNAntho4JzJY0w%2BMkX%2B2yMuourMMUtdjtF4Bgwlug6sfNjeTrfi1s5%2FAxte0Gmt0T68Rs27EDaYswrEO9%2B1WUXxiyH7OV31enLEP8SBUOiDUseRZSEzgEjKEGR7t1jOpyY%2FrloO48xTtLVfmmEquqDgt6KcB6rq4kVJ3VMeMWXLHui2bsMSQ8CGrISL1%2BjsDDLfZ9h9pgdkVGGDtyJYtfj12c9M84QIM4pZFGlDT%2F574KwyifqoUDXYmVw%3D%3D%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:51
headphones,Jbl Live675nc Headphones Adaptive Noise Cancelling,25.9,https://www.ebay.com/itm/356735674979?_skw=headphones&itmmeta=01K343WV2RJFKGVYV7N9RPQ2PA&hash=item530f1a6a63:g:YNEAAOSwy5lmrToW&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1e80OyXudGGS7ZtuDuLuPtwgbnMVaEzzfVQZ%2Bsh%2BL2brdYe4rHo0DOYoEx9yCT1IrJiMK7HlVibh%2B%2BfSryxJJ01G0pNN1ARtQZNOwbrid3mtcdim86atKSQsjlre5K9DE4ioiwcqs2%2BTB%2BzxEYz2RfjVmyCWvhHJWADE2DP%2F1PXOTUC8jZqhyYZc18eqIiPeN%2BS%2FsfotxwNrqj6WCErJyTZXivVIYpxIPQDDI1%2FFyoljKns81IpUz0lkgTeZahsJ5%2FZFSANiCr814etG99rSj4K%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:52
headphones,Jbl Live675nc Headphones Adaptive Noise Cancelling,27.0,https://www.ebay.com/itm/355921319683?_skw=headphones&itmmeta=01K343WV2RVJ1P7K1Q780N04GJ&hash=item52de905703:g:GJoAAOSw2mFmrToY&itmprp=enc%3AAQAKAAAA4FkggFvd1GGDu0w3yXCmi1dswejJwRkVlYWiSORbpDVeHblLatPyl0bZUEm%2B2Kbq0PZloRRBGunNPFzfNXQtvyLUWqyuk1Oo4WGTrmckw8ak%2FVHnb54DZodTHqPnT5tDyqilwK5cvCaj8DsEpq8%2FkLXLB41q%2Bnvu%2BJrVFfw7MW7c5YxbaM0sfZXFjs9lSKVP2g8sQE1EGNDdy7Zl73m1%2BqYCRl1%2BkNFl7FT%2F5BFTGtmPw9Iebvrl9gdpcfsanVGe9IFIHtIuzBWy5riwOZeEWJxQxBz5DEEZNSvL%2FhnGwH2r%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:52
headphones,Soundcore P30i Wireless Earbuds Smart Noise Cancelling Headphones 2-in-1 Case,22.49,https://www.ebay.com/itm/384343398732?_skw=headphones&epid=12051616704&itmmeta=01K343WV2R9RY8J2FVNQP48Y4D&hash=item597ca6d94c:g:pU8AAOSw4e1n2Tlp&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fu9iBO%2ByASv%2FyzerMleposGU4KbqxZjWVubOW%2B%2BdcdMUNhVYQXTXH08TMGAHShuNAG2hkvWlAOjZmek4N81isk009tuj9VuOurZmKeVswzuwalEYBIJTKQZhPvdEr719%2F3bmHSw2%2FFt4Nm9NLufjOv2qaO9G7lYSqBwFXU0OC%2FBKScRMiMojtEEzOI6tNHmq%2FYrdOdqXCve8Km781NVKDlkN74mEU1FDozqNv1VrgxDwOhsDt4p3yk6Msdr1V158OBd8VWNvqz2EC96Z5Wk0OBV9QBQgbSYVIhO5KooCt4Ng%3D%3D%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:52
headphones,Soundcore Space A40 Bluetooth Earbuds Headphones Active Noise Cancelling |Refurb,40.3,https://www.ebay.com/itm/385142477457?_skw=headphones&epid=15056997716&itmmeta=01K343WV2RTGXNKA9RGGMGRXT9&hash=item59ac47d291:g:lAUAAOSwF8tl0cKT&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dAMaA7i4jzEBpriBTHkeWYuqJAz%2FINS2XR1qT3EdXbPxcNW%2F2NWr8dHxnBvH37XdZYfKQy22Xlbdn1NjpNY6QdX5PAiSn3xJIcHf801osBcpuxS1YSo7Imr%2F7qPAx%2FZqzv5%2BKvrr%2BvuEx86kqH%2FzmHXEqf1%2F4ThRx3rUg9AcXZ2hi%2FaDLuGESaSxAF3kE3N4x89EECrlnPayHxmhTiJDcFfnX2x0bKS6IOOUaG%2F7APgI3Fmmbo8svq1l5K2t2xW9DRAn7aIDSa%2FEa8kvMwA0UzaZ4fqbu3i69I6OpsWSZOIQ%3D%3D%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:52
headphones,Skullcandy Uprock Supreme Sound On-Ear Headphone in White/Black - New,14.99,https://www.ebay.com/itm/192584086436?_skw=headphones&epid=15009469139&itmmeta=01K343WV2RVPN37F29V5B48SY9&hash=item2cd6e7f3a4:g:8~oAAOSwY5peg7mN&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fn7YH%2BBKy53lFuHrlB%2BFwaGztsBUTXvHiFn00wkt39kZsDb%2FsEQcRnHxtI%2F1l1le3VXFoV25W1sNGhbIR6SC87HEheZfvWzhAS7%2Fzrhh%2F2aEBPZhOPnsZdJswa0Bc3Pgv06Zuul1qNnENPyf%2BLBKfeI4s4fpf5%2BK7oCGd4z6CXV3h16R62aEY1EYGLmPkadlZbGd%2BqiS56gFHHMi6gmofdgyDRh2vO27GPmDYJ%2F7tiGqFKOrL2X3avplR3UA6UmxDviAL%2F6qd67uqvhjV1RLjiJLQH4H13dn7%2B7xch93Rq6A%3D%3D%7Ctkp%3ABFBM1LHzg5lm,25/08/20_21:39:52
